row_idx,split,label,phase_label,family,monomer_A,monomer_B,volume_fraction,degree_polymerization,topology_index
1416,fold3,1,lamellar,PEO|PS,PEO,PS,0.203784161,4000.0,-1.0945215059013063
1417,fold3,1,lamellar,PEO|PS,PEO,PS,0.210108699,4000.0,-1.1026758734556035
1418,fold3,1,lamellar,PEO|PS,PEO,PS,0.216907173,4000.0,-1.1026758734556035
1419,fold3,1,lamellar,PEO|PS,PEO,PS,0.223955438,4000.0,-1.1026758734556035
1420,fold3,1,lamellar,PEO|PS,PEO,PS,0.231006552,4000.0,-1.1026758734556035
1421,fold3,1,lamellar,PEO|PS,PEO,PS,0.237817374,4000.0,-1.0945215059013063
1422,fold3,1,lamellar,PEO|PS,PEO,PS,0.244373656,4000.0,-1.1026758734556035
1423,fold3,1,lamellar,PEO|PS,PEO,PS,0.251187327,4000.0,-1.1026758734556035
1424,fold3,0,other,PEO|PS,PEO,PS,0.29663681,4000.0,-1.0945215059013063
1425,fold3,0,other,PEO|PS,PEO,PS,0.30198783,4000.0,-1.1026758734556035
1426,fold3,0,other,PEO|PS,PEO,PS,0.303641385,4000.0,-1.0945215059013063
1427,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.613402062,176000.0,2.3204273082754074
1428,fold1,0,other,PMMA|PS,PMMA,PS,0.18814433,6700.0,-0.8176237693354519
1429,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.18814433,36000.0,0.8656649759180342
1430,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.18814433,51200.0,1.1801854420084223
1431,fold3,0,other,PS|PtBA,PS,PtBA,0.18814433,98200.0,1.559052532113674
1432,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.18814433,44000.0,1.0513686963384328
1433,fold3,0,other,PDMS|PS,PDMS,PS,0.742268041,72596.15385,1.6319016969191518
1434,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.18814433,104000.0,1.8360714844207855
1435,fold0,0,other,PPC|PS,PPC,PS,0.18814433,15500.0,-0.1787440316273692
1436,fold0,0,other,PPC|PS,PPC,PS,0.18814433,13300.0,-0.120570434208818
1437,fold0,1,lamellar,PPC|PS,PPC,PS,0.18814433,15600.0,0.08128646788389099
1438,fold0,1,lamellar,PPC|PS,PPC,PS,0.18814433,13700.0,-0.0474043722995176
1439,fold0,1,lamellar,PPC|PS,PPC,PS,0.18814433,12200.0,-0.15855420152964697
1440,fold1,0,other,PMMA|PS,PMMA,PS,0.18814433,89000.0,1.3486083433471336
1441,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.18814433,176000.0,2.3274451082878898
1442,fold1,0,other,PMMA|PS,PMMA,PS,0.18814433,71400.0,1.361432501091203
1443,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.613402062,104000.0,1.8323215603834633
1444,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.613402062,74000.0,1.5256170401352496
1445,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.613402062,51000.0,1.185697426262632
1446,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.613402062,36000.0,0.8662368526631847
1447,fold1,0,other,PMMA|PS,PMMA,PS,0.18814433,158000.0,1.992059278416344
1448,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,57200.0,0.992416097616512
1449,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,57200.0,0.9956763764367221
1450,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,57200.0,0.985785627287397
1451,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,57200.0,0.985785627287397
1452,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,57200.0,0.9979182163254564
1453,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,53100.0,1.0081284015311056
1454,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,53100.0,1.012720893546404
1455,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,53100.0,1.018608929097587
1456,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,53100.0,1.0067371688140123
1457,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,53100.0,1.0144984653896079
1458,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,59100.0,1.1214160307830892
1459,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,59100.0,1.1289755346601598
1460,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,59100.0,1.1274368137334325
1461,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,59100.0,1.1271012826725604
1462,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,59100.0,1.1371418405861986
1463,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,59600.0,1.0820462828651767
1464,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,59600.0,1.0730408992682123
1465,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,59600.0,1.0730408992682123
1466,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,59600.0,1.077608488674608
1467,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,59600.0,1.074594229908306
1468,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,60800.0,0.9730044740970936
1469,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,60800.0,0.9705905969910907
1470,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,60800.0,0.9643833839753424
1471,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,60800.0,0.9588157980020385
1472,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,60800.0,0.9643833839753424
1473,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,67300.0,0.9090668984923164
1474,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,67300.0,0.929016467881787
1475,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,67300.0,0.9247520641155189
1476,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,67300.0,0.9185586418001523
1477,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,67300.0,0.9236804890651086
1478,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.432989691,61700.0,0.4705408941542437
1479,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.381443299,61700.0,0.4601103508988235
1480,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.329896907,61700.0,0.4734975790780956
1481,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.278350515,61700.0,0.4734975790780956
1482,fold1,0,other,P2VP|POEGMA,P2VP,POEGMA,0.226804124,61700.0,0.45860970770146936
1483,fold3,0,other,PEO|PS,PEO,PS,0.49742268,61200.0,1.7128919997063567
1484,fold3,1,lamellar,PEO|PS,PEO,PS,0.49742268,172100.0,2.6149427191283032
1485,fold3,1,lamellar,PEO|PS,PEO,PS,0.49742268,93400.0,2.0633583486457785
1486,fold3,0,other,PEO|PS,PEO,PS,0.49742268,71000.0,1.8445483084014582
1487,fold3,1,lamellar,PEO|PS,PEO,PS,0.49742268,32500.0,1.108592000917234
1488,fold3,0,other,PEO|PS,PEO,PS,0.301546392,6900.0,-0.44232962051093827
1489,fold0,1,lamellar,P2VP|PS,P2VP,PS,0.49742268,28000.0,0.6043230999132528
1490,fold3,1,lamellar,PEO|PS,PEO,PS,0.432989691,32000.0,1.0816549008156393
1491,fold3,0,other,PEO|PS,PEO,PS,0.432989691,10400.0,0.043347460115011574
1492,fold3,0,other,PDMS|PS,PDMS,PS,0.18814433,51500.0,0.9558767104939417
1493,fold3,0,other,PDMS|PS,PDMS,PS,0.18814433,45500.0,1.1196946125027352
1494,fold3,0,other,PDMS|PS,PDMS,PS,0.18814433,16000.0,0.14797747683734713
1495,fold3,1,lamellar,PDMS|PS,PDMS,PS,0.18814433,43000.0,1.1738800516519445
1496,fold0,0,other,PDHS|PS,PDHS,PS,0.56185567,1500.0,-2.325765950867522
1497,fold0,0,other,PDHS|PS,PDHS,PS,0.639175258,1500.0,-2.325765950867522
1498,fold0,0,other,PDHS|PS,PDHS,PS,0.690721649,1500.0,-2.325765950867522
1499,fold0,0,other,PDHS|PS,PDHS,PS,0.716494845,1500.0,-2.325765950867522
1500,fold0,0,other,PDHS|PS,PDHS,PS,0.742268041,1500.0,-2.325765950867522
1501,fold0,1,lamellar,PDHS|PS,PDHS,PS,0.56185567,2150.0,-1.9537299919496887
1502,fold0,0,other,PDHS|PS,PDHS,PS,0.56185567,4200.0,-1.63514748377034
1503,fold0,0,other,PDHS|PS,PDHS,PS,0.56185567,4900.0,-1.4816285313879713
1504,fold0,0,other,PDHS|PS,PDHS,PS,0.56185567,6750.0,-1.2358143790797316
1505,fold0,0,other,PDHS|PS,PDHS,PS,0.922680412,6750.0,-1.2358143790797316
1506,fold1,1,lamellar,PMMA|PS,PMMA,PS,0.18814433,93500.0,1.7433201660296263
1507,fold4,1,lamellar,PEE|PEP,PEE,PEP,0.18814433,54800.0,1.1548045799973672
1508,fold3,1,lamellar,PDMS|PS,PDMS,PS,0.360824742,13600.0,0.08887207008590597
1509,fold3,0,other,PDMS|PS,PDMS,PS,0.360824742,11700.0,-0.11924293373261907
1510,fold3,0,other,PDMS|PS,PDMS,PS,0.18814433,53000.0,1.2306697590505629
1511,fold3,1,lamellar,PEO|PLGA,PEO,PLGA,0.25257732,9900.0,-0.6237856690905441
1512,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.61137655,14300.0,-0.12114166587623518
1513,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.609736551,14300.0,-0.12093478206980897
1514,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.618450701,14300.0,-0.11202263298311439
1515,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.611398905,14300.0,-0.11083930238150609
1516,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.613577442,14300.0,-0.1195619915080504
1517,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.616302646,14300.0,-0.11202263298311439
1518,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.619021754,14300.0,-0.1076924121902303
1519,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.624457936,14300.0,-0.11799367630948063
1520,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.620133377,14300.0,-0.12273301717140338
1521,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.622311914,14300.0,-0.10926005158168525
1522,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.628831269,14300.0,-0.11202263298311439
1523,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.626126387,14300.0,-0.12114166587623518
1524,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.635389236,14300.0,-0.12093478206980897
1525,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.634293871,14300.0,-0.1195619915080504
1526,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.631030129,14300.0,-0.11799367630948063
1527,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.629406387,14300.0,-0.1072908642125161
1528,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.641390375,14300.0,-0.1195619915080504
1529,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.640290945,14300.0,-0.10926005158168525
1530,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.637045494,14300.0,-0.11935618522144888
1531,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.64576574,14300.0,-0.11202263298311439
1532,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.643046633,14300.0,-0.1076924121902303
1533,fold3,0,other,PEE/PE|PVCH,PEE/PE,PVCH,0.657387994,14300.0,-0.11935618522144888
1534,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.649393249,15300.0,-0.04622664232986986
1535,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.64670056,15300.0,-0.04475441883744646
1536,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.650515033,15300.0,-0.044579007780306934
1537,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.656461302,15300.0,-0.054457798405498255
1538,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.658111463,15300.0,-0.057414126166855615
1539,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.662456345,15300.0,-0.05593088661065448
1540,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.668989925,15300.0,-0.043292288660459165
1541,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.663574065,15300.0,-0.04475441883744646
1542,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.660318452,15300.0,-0.04753209854027483
1543,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.679878548,15300.0,-0.05593088661065448
1544,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.676090494,15300.0,-0.05481522096505438
1545,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.67444643,15300.0,-0.057414126166855615
1546,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.670652279,15300.0,-0.054457798405498255
1547,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.68370115,15300.0,-0.043292288660459165
1548,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.685885784,15300.0,-0.05593088661065448
1549,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.689157655,15300.0,-0.04770922092480133
1550,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.69459587,15300.0,-0.056290052694890326
1551,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.700042213,15300.0,-0.04528090861419906
1552,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.704411481,15300.0,-0.05593088661065448
1553,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.712036363,15300.0,-0.053350299837177324
1554,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.709867986,15300.0,-0.054457798405498255
1555,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.70824018,15300.0,-0.043292288660459165
1556,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.699528062,15300.0,-0.054457798405498255
1557,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.696784568,15300.0,-0.056290052694890326
1558,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.680465859,15300.0,-0.05777505286915284
1559,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.715877254,15300.0,-0.05777505286915284
1560,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.713154082,15300.0,-0.05481522096505438
1561,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.717559931,15300.0,-0.043292288660459165
1562,fold3,0,other,PEE/PE|PVCH,PEE/PE,PVCH,0.725593288,15300.0,-0.04311772092570911
1563,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.788325015,16000.0,-0.03331961890055984
1564,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.788332855,16000.0,-0.014058441367480506
1565,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.790441643,16000.0,-0.026301501012692564
1566,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.794623941,16000.0,-0.011781750677717688
1567,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.793596985,16000.0,-0.03315073476647697
1568,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.797791043,16000.0,-0.02244649211801538
1569,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.798837597,16000.0,-0.0305478865566111
1570,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.80198902,16000.0,-0.0319297189830552
1571,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.804097808,16000.0,-0.01251146189789062
1572,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.803051253,16000.0,-0.015943096472318192
1573,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.808284026,16000.0,-0.03612442186935599
1574,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.804109567,16000.0,-0.0221162413099641
1575,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.806202676,16000.0,-0.03612442186935599
1576,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.810396734,16000.0,-0.02073786983226946
1577,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.812474164,16000.0,-0.02383461441120847
1578,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.815637346,16000.0,-0.02350283466423068
1579,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.812509441,16000.0,-0.024897851859397805
1580,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.818796608,16000.0,-0.0305478865566111
1581,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.820921075,16000.0,-0.02383461441120847
1582,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.824064658,16000.0,-0.01685403633555455
1583,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.826189125,16000.0,-0.013160390226189344
1584,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.823072979,16000.0,-0.03612442186935599
1585,fold3,0,other,PEE/PE|PVCH,PEE/PE,PVCH,0.835866815,16000.0,-0.03471778495182068
1586,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.844534931,18900.0,0.15450185996722296
1587,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.851009577,18900.0,0.16036596712985277
1588,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.849385835,18900.0,0.16392936919502743
1589,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.859179093,18900.0,0.15211477068370632
1590,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.85754519,18900.0,0.14679350114194545
1591,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.854318028,18900.0,0.15495651509938296
1592,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.856510791,18900.0,0.14820715495557962
1593,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.866779588,18900.0,0.15916439319655246
1594,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.876580974,18900.0,0.15602511458187074
1595,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.872780727,18900.0,0.15137098630439424
1596,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.869525114,18900.0,0.15450185996722296
1597,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.882592274,18900.0,0.15450185996722296
1598,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.882043576,18900.0,0.14273527064208055
1599,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.879865038,18900.0,0.15211477068370632
1600,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.87389235,18900.0,0.14320236186076013
1601,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.897827811,18900.0,0.16370624989162832
1602,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.895104639,18900.0,0.15848432564075868
1603,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.8923835,18900.0,0.14679350114194545
1604,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.889111629,18900.0,0.1446386553707389
1605,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.886406747,18900.0,0.1479773554638122
1606,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.882630886,18900.0,0.16392936919502743
1607,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.898390736,18900.0,0.1434357945460741
1608,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.907623101,18900.0,0.1434357945460741
1609,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.90927123,18900.0,0.15450185996722296
1610,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.903302606,18900.0,0.1561383110366683
1611,fold3,1,lamellar,PEE/PE|PVCH,PEE/PE,PVCH,0.900057154,18900.0,0.16156056004440855
1612,fold3,0,other,PEE/PE|PVCH,PEE/PE,PVCH,0.917906123,18900.0,0.14583474361043958
1613,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.179708917,6300.0,-1.1010460656794119
1614,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.189714185,6300.0,-1.0831144040066627
1615,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.201077953,6300.0,-1.1058348237786435
1616,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.212480604,6300.0,-1.0831144040066627
1617,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.221039884,6300.0,-1.1046961664054684
1618,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.225309803,6300.0,-1.1010460656794119
1619,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.235266466,6300.0,-1.062868006826164
1620,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.240982373,6300.0,-1.062868006826164
1621,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.24951249,6300.0,-1.1010460656794119
1622,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.258052327,6300.0,-1.0794653317891583
1623,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.263758513,6300.0,-1.0842386479953672
1624,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.270900967,6300.0,-1.0831144040066627
1625,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.278043421,6300.0,-1.0831144040066627
1626,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.276762688,6300.0,-1.062868006826164
1627,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.273890153,6300.0,-1.1046961664054684
1628,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.265330874,6300.0,-1.059207332497516
1629,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.25818842,6300.0,-1.062868006826164
1630,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.246776048,6300.0,-1.1046961664054684
1631,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.233946849,6300.0,-1.1046961664054684
1632,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.382334425,7700.0,-0.8524189114111946
1633,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.386623785,7700.0,-0.8685994601471153
1634,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.395163623,7700.0,-0.8685994601471153
1635,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.405188333,7700.0,-0.8685994601471153
1636,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.403713181,7700.0,-0.8693241796774688
1637,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.415125554,7700.0,-0.8693241796774688
1638,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.426479601,7700.0,-0.8524189114111946
1639,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.433602613,7700.0,-0.8685994601471153
1640,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.440715904,7700.0,-0.8524189114111946
1641,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.450662846,7700.0,-0.8685994601471153
1642,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.456359311,7700.0,-0.8524189114111946
1643,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.466306254,7700.0,-0.8524189114111946
1644,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.476253196,7700.0,-0.8685994601471153
1645,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.48904351,7700.0,-0.8524189114111946
1646,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.500455883,7700.0,-0.8524189114111946
1647,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.504764685,7700.0,-0.8524189114111946
1648,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.51316843,7700.0,-0.8524189114111946
1649,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.528850721,7700.0,-0.8524189114111946
1650,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.533208128,7700.0,-0.8524189114111946
1651,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.523290349,7700.0,-0.8685994601471153
1652,fold3,1,lamellar,PDMS|PEP,PDMS,PEP,0.516147895,7700.0,-0.8524189114111946
1653,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.205798969,10400.0,-0.1314103236521407
1654,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.208376289,10400.0,-0.1405359474606049
1655,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.210953608,10400.0,-0.14327059667324574
1656,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.213530928,10400.0,-0.12577955632411392
1657,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.216108247,10400.0,-0.12623011165705755
1658,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.218685567,10400.0,-0.1405359474606049
1659,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.221262887,10400.0,-0.12298624692775686
1660,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.223840206,10400.0,-0.1314103236521407
1661,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.226417526,10400.0,-0.13463194610692936
1662,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.228994845,10400.0,-0.1405359474606049
1663,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.231572165,10400.0,-0.1314103236521407
1664,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.234149485,10400.0,-0.12577955632411392
1665,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.236726804,10400.0,-0.12298624692775686
1666,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.239304124,10400.0,-0.12253865577463464
1667,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.241881443,10400.0,-0.14373906613782222
1668,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.244458763,10400.0,-0.12298624692775686
1669,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.247036082,10400.0,-0.14327059667324574
1670,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.249613402,10400.0,-0.12298624692775686
1671,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.252190722,10400.0,-0.12253865577463464
1672,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.254768041,10400.0,-0.12623011165705755
1673,fold1,1,lamellar,PDMS|PEE,PDMS,PEE,0.257345361,10400.0,-0.1314103236521407
