row_idx,split,label,phase_label,family,monomer_A,monomer_B,volume_fraction,degree_polymerization,topology_index
3899,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.669329109,52000.0,1.4534697721436503
3900,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.671972354,52000.0,1.46599688873333
3901,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.674287274,52000.0,1.4533222122048544
3902,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.676433871,52000.0,1.446043691276029
3903,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.679573765,52000.0,1.457693439325096
3904,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.681064542,52000.0,1.4483772386557394
3905,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.683379461,52000.0,1.4517227177013152
3906,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.686681854,52000.0,1.4520138820969113
3907,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.689162601,52000.0,1.4604521485594022
3908,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.690650882,52000.0,1.4628600450431843
3909,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.693955771,52000.0,1.4545663051151654
3910,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.696267363,52000.0,1.4574628592568406
3911,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.697758972,52000.0,1.4452368058773113
3912,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.701063028,52000.0,1.4472572082596493
3913,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.703218776,52000.0,1.4610525731796482
3914,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.705367869,52000.0,1.4555101527387968
3915,fold0,1,lamellar,PEE|PVCH,PEE,PVCH,0.707686948,52000.0,1.466413958136358
3916,fold0,0,other,PEE|PVCH,PEE,PVCH,0.716037907,52000.0,1.4480218431317855
3917,fold0,0,other,PEE|PVCH,PEE,PVCH,0.720641957,52000.0,1.4566146407992726
3918,fold4,1,lamellar,PI|PS,PI,PS,0.407139505,18000.0,-0.24560335594698568
3919,fold4,1,lamellar,PI|PS,PI,PS,0.407777442,18000.0,-0.24349443277834606
3920,fold4,1,lamellar,PI|PS,PI,PS,0.408670554,18000.0,-0.253534850183801
3921,fold4,1,lamellar,PI|PS,PI,PS,0.409563665,18000.0,-0.23658695775656913
3922,fold4,1,lamellar,PI|PS,PI,PS,0.410456777,18000.0,-0.24994949119408524
3923,fold4,1,lamellar,PI|PS,PI,PS,0.411860238,18000.0,-0.25188885220690616
3924,fold4,1,lamellar,PI|PS,PI,PS,0.412625762,18000.0,-0.2637168046763906
3925,fold4,1,lamellar,PI|PS,PI,PS,0.413774049,18000.0,-0.24364870247173057
3926,fold4,1,lamellar,PI|PS,PI,PS,0.414922335,18000.0,-0.26533327766277887
3927,fold4,1,lamellar,PI|PS,PI,PS,0.416325796,18000.0,-0.24660907999076592
3928,fold4,1,lamellar,PI|PS,PI,PS,0.417474083,18000.0,-0.26016393176287483
3929,fold4,1,lamellar,PI|PS,PI,PS,0.418239607,18000.0,-0.2569022329045542
3930,fold4,1,lamellar,PI|PS,PI,PS,0.418877544,18000.0,-0.2567408770720637
3931,fold4,1,lamellar,PI|PS,PI,PS,0.419643068,18000.0,-0.251727496374414
3932,fold4,1,lamellar,PI|PS,PI,PS,0.42053618,18000.0,-0.23986735978475662
3933,fold4,1,lamellar,PI|PS,PI,PS,0.421301704,18000.0,-0.25705802249639537
3934,fold4,1,lamellar,PI|PS,PI,PS,0.422194815,18000.0,-0.25188885220690616
3935,fold4,1,lamellar,PI|PS,PI,PS,0.423087927,18000.0,-0.24496068589201442
3936,fold4,1,lamellar,PI|PS,PI,PS,0.424108626,18000.0,-0.2515717067825737
3937,fold4,1,lamellar,PI|PS,PI,PS,0.425001738,18000.0,-0.24560335594698568
3938,fold4,1,lamellar,PI|PS,PI,PS,0.425639674,18000.0,-0.25852204443497295
3939,fold4,1,lamellar,PI|PS,PI,PS,0.426660373,18000.0,-0.24002238570212744
3940,fold4,1,lamellar,PI|PS,PI,PS,0.42831901,18000.0,-0.2521952364462901
3941,fold4,1,lamellar,PI|PS,PI,PS,0.428956946,18000.0,-0.24002238570212744
3942,fold4,1,lamellar,PI|PS,PI,PS,0.429722471,18000.0,-0.26533327766277887
3943,fold4,1,lamellar,PI|PS,PI,PS,0.430870757,18000.0,-0.24677043582325808
3944,fold4,1,lamellar,PI|PS,PI,PS,0.431763869,18000.0,-0.25188885220690616
3945,fold4,1,lamellar,PI|PS,PI,PS,0.43316733,18000.0,-0.23986735978475662
3946,fold4,1,lamellar,PI|PS,PI,PS,0.434698378,18000.0,-0.26566523870792713
3947,fold4,1,lamellar,PI|PS,PI,PS,0.435463902,18000.0,-0.25852204443497295
3948,fold4,1,lamellar,PI|PS,PI,PS,0.436357014,18000.0,-0.2597651729980232
3949,fold4,1,lamellar,PI|PS,PI,PS,0.437632888,18000.0,-0.26404712235002836
3950,fold4,1,lamellar,PI|PS,PI,PS,0.438781174,18000.0,-0.25011005606661413
3951,fold4,1,lamellar,PI|PS,PI,PS,0.439801873,18000.0,-0.24660907999076592
3952,fold4,0,other,PI|PS,PI,PS,0.448605402,18000.0,-0.25852204443497295
3953,fold4,0,other,PI|PS,PI,PS,0.454219246,18000.0,-0.26697167694060814
3954,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.452648827,19000.0,-0.0014812645174185214
3955,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.452305436,19000.0,0.004971015521651209
3956,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.453198547,19000.0,0.015758033402760056
3957,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.454091659,19000.0,-0.010233882626372894
3958,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.455239945,19000.0,0.003004023807048855
3959,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.456133057,19000.0,-0.006381159489674776
3960,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.457026169,19000.0,0.018018858189001962
3961,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.457791693,19000.0,-0.008683904990156114
3962,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.458302042,19000.0,0.008497533367873181
3963,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.459322741,19000.0,-0.005749829528055327
3964,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.459960678,19000.0,-0.009606170257153972
3965,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.461108964,19000.0,0.0004988989753136135
3966,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.462002076,19000.0,-0.012541394769847624
3967,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.463150363,19000.0,-0.004699830559564492
3968,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.464426236,19000.0,0.009140613656611308
3969,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.465319348,19000.0,0.01491310020263426
3970,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.466467634,19000.0,0.0018581803287969854
3971,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.467105571,19000.0,-0.010337268784345401
3972,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.467998683,19000.0,0.011405321259902922
3973,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.469146969,19000.0,0.017824217197324285
3974,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.470422843,19000.0,-0.012541394769847624
3975,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.471315954,19000.0,0.009030481369423388
3976,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.472591828,19000.0,-0.008367541296923327
3977,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.473102178,19000.0,0.010178093592254562
3978,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.474505639,19000.0,-0.010337268784345401
3979,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.475526338,19000.0,-0.0026167946833876078
3980,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.476674624,19000.0,0.0007084661834520401
3981,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.477567736,19000.0,-0.005749829528055327
3982,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.47884361,19000.0,-0.008570166706408432
3983,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.480374658,19000.0,0.0028013983975637507
3984,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.481395357,19000.0,0.010575301924924207
3985,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.481778119,19000.0,-0.0056460604583870614
3986,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.483436755,19000.0,-0.01044344983451132
3987,fold2,1,lamellar,PEP|PVCH,PEP,PVCH,0.484457454,19000.0,0.001350800343211276
3988,fold2,0,other,PEP|PVCH,PEP,PVCH,0.493771332,19000.0,0.011605744219285194
3989,fold2,0,other,PEP|PVCH,PEP,PVCH,0.494281682,19000.0,-0.00396468699285572
3990,fold2,0,other,PEP|PVCH,PEP,PVCH,0.495557555,19000.0,7.946585268809395e-05
3991,fold2,0,other,PEP|PVCH,PEP,PVCH,0.496195492,19000.0,0.017088212016710583
3992,fold2,0,other,PEP|PVCH,PEP,PVCH,0.497598953,19000.0,0.0038393353924366853
3993,fold2,0,other,PEP|PVCH,PEP,PVCH,0.49874724,19000.0,0.0009125869834124387
3994,fold2,0,other,PEP|PVCH,PEP,PVCH,0.499640352,19000.0,0.007349599689708761
3995,fold2,0,other,PEP|PVCH,PEP,PVCH,0.500278288,19000.0,0.01047603251409137
3996,fold2,0,other,PEP|PVCH,PEP,PVCH,0.502192099,19000.0,-0.008367541296922508
3997,fold2,0,other,PEP|PVCH,PEP,PVCH,0.502319686,19000.0,-0.01138303380267416
3998,fold2,0,other,PEP|PVCH,PEP,PVCH,0.503340385,19000.0,-0.004282213787902254
3999,fold2,0,other,PEP|PVCH,PEP,PVCH,0.504743846,19000.0,-0.004909397767702918
4000,fold0,1,lamellar,14PB|PS,14PB,PS,0.356099847,14000.0,-0.477900874599328
4001,fold0,1,lamellar,14PB|PS,14PB,PS,0.358446166,14000.0,-0.4757568996848513
4002,fold0,1,lamellar,14PB|PS,14PB,PS,0.361324548,14000.0,-0.46587816657824965
4003,fold0,1,lamellar,14PB|PS,14PB,PS,0.363670646,14000.0,-0.46527003880063955
4004,fold0,1,lamellar,14PB|PS,14PB,PS,0.367294534,14000.0,-0.4754444419402853
4005,fold0,1,lamellar,14PB|PS,14PB,PS,0.369640193,14000.0,-0.47605685230787914
4006,fold0,1,lamellar,14PB|PS,14PB,PS,0.372411854,14000.0,-0.4754444419402861
4007,fold0,1,lamellar,14PB|PS,14PB,PS,0.374119168,14000.0,-0.4757568996848513
4008,fold0,0,other,14PB|PS,14PB,PS,0.382914946,14000.0,-0.47605685230787914
4009,fold0,0,other,14PB|PS,14PB,PS,0.385897189,14000.0,-0.4754444419402861
4010,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.684625914,15000.0,0.7314718946495276
4011,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.686764769,15000.0,0.7298833227093305
4012,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.688689738,15000.0,0.7318219999084976
4013,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.692111905,15000.0,0.7134894680758499
4014,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.695320187,15000.0,0.7085866265119001
4015,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.697886812,15000.0,0.7248171710107055
4016,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.700667323,15000.0,0.7065343629324263
4017,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.702378406,15000.0,0.7254208642237775
4018,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.704303375,15000.0,0.7318219999084976
4019,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.706870001,15000.0,0.7299473833169606
4020,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.709650511,15000.0,0.7144496668082235
4021,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.712217137,15000.0,0.7269897331310267
4022,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.714355991,15000.0,0.7147673989520347
4023,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.71628096,15000.0,0.7147344014912347
4024,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.719275356,15000.0,0.7103465607965375
4025,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.722269752,15000.0,0.7221473710462398
4026,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.724622492,15000.0,0.7267638643079717
4027,fold0,1,lamellar,PE|PVCH,PE,PVCH,0.726333576,15000.0,0.7270668928765234
4028,fold0,1,lamellar,PI|PLA,PI,PLA,0.329896907,11300.0,-0.7495605329259547
4029,fold0,1,lamellar,PI|PLA,PI,PLA,0.332474227,11300.0,-0.7608823886387778
4030,fold0,1,lamellar,PI|PLA,PI,PLA,0.335051546,11300.0,-0.7608823886387778
4031,fold0,1,lamellar,PI|PLA,PI,PLA,0.337628866,11300.0,-0.7569051183774448
4032,fold0,1,lamellar,PI|PLA,PI,PLA,0.340206186,11300.0,-0.761354314455834
4033,fold0,1,lamellar,PI|PLA,PI,PLA,0.342783505,11300.0,-0.7608823886387778
4034,fold0,1,lamellar,PI|PLA,PI,PLA,0.345360825,11300.0,-0.7495605329259547
4035,fold0,1,lamellar,PI|PLA,PI,PLA,0.347938144,11300.0,-0.7455689460091528
4036,fold0,1,lamellar,PI|PLA,PI,PLA,0.350515464,11300.0,-0.7495605329259547
4037,fold0,1,lamellar,PI|PLA,PI,PLA,0.353092784,11300.0,-0.75737271459985
4038,fold0,1,lamellar,PI|PLA,PI,PLA,0.355670103,11300.0,-0.7455689460091528
4039,fold0,1,lamellar,PI|PLA,PI,PLA,0.358247423,11300.0,-0.7455689460091528
4040,fold0,1,lamellar,PI|PLA,PI,PLA,0.360824742,11300.0,-0.7455689460091528
4041,fold0,1,lamellar,PI|PLA,PI,PLA,0.363402062,11300.0,-0.7455689460091528
4042,fold0,1,lamellar,PI|PLA,PI,PLA,0.365979381,11300.0,-0.7603826712844381
4043,fold0,1,lamellar,PI|PLA,PI,PLA,0.368556701,11300.0,-0.7569051183774448
4044,fold0,1,lamellar,PI|PLA,PI,PLA,0.371134021,11300.0,-0.75737271459985
4045,fold0,1,lamellar,PI|PLA,PI,PLA,0.37371134,11300.0,-0.7569051183774448
4046,fold0,1,lamellar,PI|PLA,PI,PLA,0.37628866,11300.0,-0.746059577593413
4047,fold0,1,lamellar,PI|PLA,PI,PLA,0.378865979,11300.0,-0.7387817611005738
4048,fold0,1,lamellar,PI|PLA,PI,PLA,0.381443299,11300.0,-0.73924510644823
4049,fold0,1,lamellar,PI|PLA,PI,PLA,0.384020619,11300.0,-0.7495605329259547
4050,fold0,1,lamellar,PI|PLA,PI,PLA,0.386597938,11300.0,-0.7347726047432238
4051,fold0,1,lamellar,PI|PLA,PI,PLA,0.389175258,11300.0,-0.7564099855859894
4052,fold0,1,lamellar,PI|PLA,PI,PLA,0.391752577,11300.0,-0.7564099855859894
4053,fold0,1,lamellar,PI|PLA,PI,PLA,0.394329897,11300.0,-0.7495605329259547
4054,fold0,1,lamellar,PI|PLA,PI,PLA,0.396907216,11300.0,-0.7569051183774448
4055,fold0,1,lamellar,PI|PLA,PI,PLA,0.399484536,11300.0,-0.7717523195599746
4056,fold0,1,lamellar,PI|PLA,PI,PLA,0.402061856,11300.0,-0.7387817611005738
4057,fold0,1,lamellar,PI|PLA,PI,PLA,0.404639175,11300.0,-0.7677952621567745
4058,fold0,1,lamellar,PI|PLA,PI,PLA,0.407216495,11300.0,-0.7569051183774448
4059,fold0,1,lamellar,PI|PLA,PI,PLA,0.409793814,11300.0,-0.7564099855859894
4060,fold0,1,lamellar,PI|PLA,PI,PLA,0.412371134,11300.0,-0.7347726047432238
4061,fold0,1,lamellar,PI|PLA,PI,PLA,0.414948454,11300.0,-0.75737271459985
4062,fold0,1,lamellar,PI|PLA,PI,PLA,0.417525773,11300.0,-0.7500281291483599
4063,fold0,1,lamellar,PI|PLA,PI,PLA,0.420103093,11300.0,-0.7564099855859894
4064,fold0,1,lamellar,PI|PLA,PI,PLA,0.422680412,11300.0,-0.7500281291483599
4065,fold0,1,lamellar,PI|PLA,PI,PLA,0.425257732,11300.0,-0.7603826712844381
4066,fold0,1,lamellar,PI|PLA,PI,PLA,0.427835052,11300.0,-0.7495605329259547
4067,fold0,1,lamellar,PI|PLA,PI,PLA,0.430412371,11300.0,-0.7569051183774448
4068,fold0,1,lamellar,PI|PLA,PI,PLA,0.432989691,11300.0,-0.7608823886387778
4069,fold0,1,lamellar,PI|PLA,PI,PLA,0.43556701,11300.0,-0.7564099855859894
4070,fold0,1,lamellar,PI|PLA,PI,PLA,0.43814433,11300.0,-0.73924510644823
4071,fold0,1,lamellar,PI|PLA,PI,PLA,0.440721649,11300.0,-0.7603826712844381
4072,fold0,1,lamellar,PI|PLA,PI,PLA,0.443298969,11300.0,-0.7495605329259547
4073,fold0,1,lamellar,PI|PLA,PI,PLA,0.445876289,11300.0,-0.7603826712844381
4074,fold0,1,lamellar,PI|PLA,PI,PLA,0.448453608,11300.0,-0.7460322913568089
4075,fold0,1,lamellar,PI|PLA,PI,PLA,0.451030928,11300.0,-0.7347726047432238
4076,fold0,1,lamellar,PI|PLA,PI,PLA,0.453608247,11300.0,-0.7603826712844381
4077,fold0,1,lamellar,PI|PLA,PI,PLA,0.456185567,11300.0,-0.7603826712844381
4078,fold0,1,lamellar,PI|PLA,PI,PLA,0.458762887,11300.0,-0.75737271459985
4079,fold0,1,lamellar,PI|PLA,PI,PLA,0.461340206,11300.0,-0.7603826712844381
4080,fold0,1,lamellar,PI|PLA,PI,PLA,0.463917526,11300.0,-0.7608823886387778
4081,fold0,1,lamellar,PI|PLA,PI,PLA,0.466494845,11300.0,-0.7455689460091528
4082,fold0,1,lamellar,PI|PLA,PI,PLA,0.469072165,11300.0,-0.7564099855859894
4083,fold0,1,lamellar,PI|PLA,PI,PLA,0.471649485,11300.0,-0.7569051183774448
4084,fold0,1,lamellar,PI|PLA,PI,PLA,0.474226804,11300.0,-0.7455689460091528
4085,fold0,1,lamellar,PI|PLA,PI,PLA,0.476804124,11300.0,-0.7677952621567745
4086,fold0,1,lamellar,PI|PLA,PI,PLA,0.479381443,11300.0,-0.746059577593413
4087,fold0,1,lamellar,PI|PLA,PI,PLA,0.481958763,11300.0,-0.7603826712844381
4088,fold0,1,lamellar,PI|PLA,PI,PLA,0.484536082,11300.0,-0.7603826712844381
4089,fold0,1,lamellar,PI|PLA,PI,PLA,0.487113402,11300.0,-0.7564099855859894
4090,fold0,1,lamellar,PI|PLA,PI,PLA,0.489690722,11300.0,-0.7495605329259547
4091,fold0,1,lamellar,PI|PLA,PI,PLA,0.492268041,11300.0,-0.7495605329259547
4092,fold0,1,lamellar,PI|PLA,PI,PLA,0.494845361,11300.0,-0.7564099855859894
4093,fold0,1,lamellar,PI|PLA,PI,PLA,0.49742268,11300.0,-0.7495605329259547
4094,fold0,1,lamellar,PI|PLA,PI,PLA,0.5,11300.0,-0.7677952621567745
4095,fold0,1,lamellar,PI|PLA,PI,PLA,0.50257732,11300.0,-0.7608823886387778
4096,fold0,1,lamellar,PI|PLA,PI,PLA,0.505154639,11300.0,-0.7603826712844381
4097,fold0,1,lamellar,PI|PLA,PI,PLA,0.507731959,11300.0,-0.7495605329259547
4098,fold0,1,lamellar,PI|PLA,PI,PLA,0.510309278,11300.0,-0.7608823886387778
4099,fold0,1,lamellar,PI|PLA,PI,PLA,0.512886598,11300.0,-0.7460322913568089
4100,fold0,1,lamellar,PI|PLA,PI,PLA,0.515463918,11300.0,-0.7603826712844381
4101,fold0,1,lamellar,PI|PLA,PI,PLA,0.518041237,11300.0,-0.7347726047432238
4102,fold0,1,lamellar,PI|PLA,PI,PLA,0.520618557,11300.0,-0.7495605329259547
4103,fold0,1,lamellar,PI|PLA,PI,PLA,0.523195876,11300.0,-0.7455689460091528
4104,fold0,1,lamellar,PI|PLA,PI,PLA,0.525773196,11300.0,-0.7495605329259547
4105,fold0,1,lamellar,PI|PLA,PI,PLA,0.528350515,11300.0,-0.7495605329259547
4106,fold0,1,lamellar,PI|PLA,PI,PLA,0.530927835,11300.0,-0.7608823886387778
4107,fold0,1,lamellar,PI|PLA,PI,PLA,0.533505155,11300.0,-0.7455689460091528
4108,fold0,1,lamellar,PI|PLA,PI,PLA,0.536082474,11300.0,-0.7569051183774448
4109,fold0,1,lamellar,PI|PLA,PI,PLA,0.538659794,11300.0,-0.7347726047432238
4110,fold0,1,lamellar,PI|PLA,PI,PLA,0.541237113,11300.0,-0.7495605329259547
4111,fold0,1,lamellar,PI|PLA,PI,PLA,0.543814433,11300.0,-0.75005566571741
4112,fold0,1,lamellar,PI|PLA,PI,PLA,0.546391753,11300.0,-0.7495605329259547
4113,fold0,1,lamellar,PI|PLA,PI,PLA,0.548969072,11300.0,-0.75005566571741
4114,fold0,1,lamellar,PI|PLA,PI,PLA,0.551546392,11300.0,-0.7569051183774448
4115,fold0,1,lamellar,PI|PLA,PI,PLA,0.554123711,11300.0,-0.75005566571741
4116,fold0,1,lamellar,PI|PLA,PI,PLA,0.556701031,11300.0,-0.7603826712844381
4117,fold0,1,lamellar,PI|PLA,PI,PLA,0.559278351,11300.0,-0.7495605329259547
4118,fold0,1,lamellar,PI|PLA,PI,PLA,0.56185567,11300.0,-0.7387817611005738
4119,fold0,1,lamellar,PI|PLA,PI,PLA,0.56443299,11300.0,-0.7347726047432238
4120,fold0,1,lamellar,PI|PLA,PI,PLA,0.567010309,11300.0,-0.7603826712844381
4121,fold0,1,lamellar,PI|PLA,PI,PLA,0.569587629,11300.0,-0.7455689460091528
4122,fold0,1,lamellar,PI|PLA,PI,PLA,0.572164948,11300.0,-0.7564099855859894
4123,fold0,1,lamellar,PI|PLA,PI,PLA,0.574742268,11300.0,-0.7603826712844381
4124,fold0,1,lamellar,PI|PLA,PI,PLA,0.577319588,11300.0,-0.7677952621567745
4125,fold0,1,lamellar,PI|PLA,PI,PLA,0.579896907,11300.0,-0.7455689460091528
4126,fold0,1,lamellar,PI|PLA,PI,PLA,0.582474227,11300.0,-0.7495605329259547
4127,fold0,1,lamellar,PI|PLA,PI,PLA,0.585051546,11300.0,-0.7455689460091528
4128,fold0,1,lamellar,PI|PLA,PI,PLA,0.587628866,11300.0,-0.7495605329259547
4129,fold0,1,lamellar,PI|PLA,PI,PLA,0.590206186,11300.0,-0.7564099855859894
4130,fold0,1,lamellar,PI|PLA,PI,PLA,0.592783505,11300.0,-0.7569051183774448
4131,fold0,1,lamellar,PI|PLA,PI,PLA,0.595360825,11300.0,-0.7564099855859894
4132,fold0,1,lamellar,PI|PLA,PI,PLA,0.597938144,11300.0,-0.7455689460091528
4133,fold0,1,lamellar,PI|PLA,PI,PLA,0.600515464,11300.0,-0.7603826712844381
4134,fold0,1,lamellar,PI|PLA,PI,PLA,0.603092784,11300.0,-0.7564099855859894
4135,fold0,1,lamellar,PI|PLA,PI,PLA,0.605670103,11300.0,-0.75737271459985
4136,fold0,1,lamellar,PI|PLA,PI,PLA,0.608247423,11300.0,-0.7579263689616538
4137,fold0,1,lamellar,PI|PLA,PI,PLA,0.610824742,11300.0,-0.7455689460091528
4138,fold0,1,lamellar,PI|PLA,PI,PLA,0.613402062,11300.0,-0.746059577593413
4139,fold0,1,lamellar,PI|PLA,PI,PLA,0.615979381,11300.0,-0.75005566571741
4140,fold0,1,lamellar,PI|PLA,PI,PLA,0.618556701,11300.0,-0.7608823886387778
4141,fold0,1,lamellar,PI|PLA,PI,PLA,0.621134021,11300.0,-0.7455689460091528
4142,fold0,1,lamellar,PI|PLA,PI,PLA,0.62371134,11300.0,-0.746059577593413
4143,fold0,1,lamellar,PI|PLA,PI,PLA,0.62628866,11300.0,-0.7455689460091528
4144,fold0,1,lamellar,PI|PLA,PI,PLA,0.628865979,11300.0,-0.7564099855859894
4145,fold0,1,lamellar,PI|PLA,PI,PLA,0.631443299,11300.0,-0.7495605329259547
4146,fold0,1,lamellar,PI|PLA,PI,PLA,0.634020619,11300.0,-0.7495605329259547
4147,fold0,1,lamellar,PI|PLA,PI,PLA,0.636597938,11300.0,-0.7500281291483599
4148,fold0,1,lamellar,PI|PLA,PI,PLA,0.639175258,11300.0,-0.735231775808468
4149,fold0,1,lamellar,PI|PLA,PI,PLA,0.641752577,11300.0,-0.7712479319499866
4150,fold0,1,lamellar,PI|PLA,PI,PLA,0.644329897,11300.0,-0.761354314455834
4151,fold0,1,lamellar,PI|PLA,PI,PLA,0.646907216,11300.0,-0.7677952621567745
4152,fold0,1,lamellar,PI|PLA,PI,PLA,0.649484536,11300.0,-0.7455689460091528
4153,fold0,1,lamellar,PI|PLA,PI,PLA,0.652061856,11300.0,-0.7455689460091528
4154,fold0,1,lamellar,PI|PLA,PI,PLA,0.654639175,11300.0,-0.7564099855859894
4155,fold0,1,lamellar,PI|PLA,PI,PLA,0.657216495,11300.0,-0.7455689460091528
4156,fold0,1,lamellar,PI|PLA,PI,PLA,0.659793814,11300.0,-0.7361259280641408
4157,fold0,1,lamellar,PI|PLA,PI,PLA,0.662371134,11300.0,-0.7569051183774448
4158,fold0,1,lamellar,PI|PLA,PI,PLA,0.664948454,11300.0,-0.7387817611005738
4159,fold0,1,lamellar,PI|PLA,PI,PLA,0.667525773,11300.0,-0.7495605329259547
4160,fold0,1,lamellar,PI|PLA,PI,PLA,0.670103093,11300.0,-0.7619130952469154
4161,fold0,1,lamellar,PI|PLA,PI,PLA,0.672680412,11300.0,-0.7603826712844381
4162,fold0,1,lamellar,PI|PLA,PI,PLA,0.675257732,11300.0,-0.7460322913568089
4163,fold0,1,lamellar,PI|PLA,PI,PLA,0.677835052,11300.0,-0.7495605329259547
4164,fold0,1,lamellar,PI|PLA,PI,PLA,0.680412371,11300.0,-0.7603826712844381
4165,fold0,1,lamellar,PI|PLA,PI,PLA,0.682989691,11300.0,-0.7495605329259547
4166,fold0,1,lamellar,PI|PLA,PI,PLA,0.68556701,11300.0,-0.7455689460091528
4167,fold0,1,lamellar,PI|PLA,PI,PLA,0.68814433,11300.0,-0.7455689460091528
4168,fold0,1,lamellar,PI|PLA,PI,PLA,0.690721649,11300.0,-0.7495605329259547
4169,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.0,6200.0,-1.2650892236185223
4170,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.00257732,6200.0,-1.2429029637432705
4171,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.005154639,6200.0,-1.2683457420816509
4172,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.007731959,6200.0,-1.2650892236185223
4173,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.010309278,6200.0,-1.2429029637432705
4174,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.012886598,6200.0,-1.2696546418437689
4175,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.015463918,6200.0,-1.2461321207825797
4176,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.018041237,6200.0,-1.2650892236185223
4177,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.020618557,6200.0,-1.2683457420816509
4178,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.023195876,6200.0,-1.2683457420816509
4179,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.025773196,6200.0,-1.2683457420816509
4180,fold0,1,lamellar,PDMS|PI,PDMS,PI,0.028350515,6200.0,-1.2650892236185223
