glob_feat0,glob_feat1,f1,f2,fold,is_coexistence,is_target,SMILES0,seg0_dop_raw,seg0_block_id,SMILES1,seg1_dop_raw,seg1_block_id,SMILES2,seg2_dop_raw,seg2_block_id,SMILES3,seg3_dop_raw,seg3_block_id,SMILES4,seg4_dop_raw,seg4_block_id,SMILES5,seg5_dop_raw,seg5_block_id,SMILES6,seg6_dop_raw,seg6_block_id,SMILES7,seg7_dop_raw,seg7_block_id,SMILES8,seg8_dop_raw,seg8_block_id,SMILES9,seg9_dop_raw,seg9_block_id
0.7242268041237113,0.0134175984443364,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,134.0,0,*CCCC*,37.541046109961776,1,*CC(CC)*,36.458953890038224,1.0,,,,,,,,,,,,,,,,,,,,,
0.8298969072164948,0.0140982012639766,0.53,0.47,3,1,1,*CC(C1CCCCC1)*,143.0,0,*CCCC*,36.77491061274009,1,*CC(CC)*,39.22508938725991,1.0,,,,,,,,,,,,,,,,,,,,,
0.9149484536082474,0.0169178415167719,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,165.0,0,*CCCC*,45.14811375153188,1,*CC(CC)*,46.85188624846812,1.0,,,,,,,,,,,,,,,,,,,,,
0.5670103092783505,0.0105007292173067,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,106.0,0,*CCCC*,29.207182287030637,1,*CC(CC)*,30.792817712969367,1.0,,,,,,,,,,,,,,,,,,,,,
0.5644329896907216,0.0113757899854156,0.51,0.49,3,1,1,*CC(C1CCCCC1)*,112.0,0,*CCCC*,32.281825511836665,1,*CC(CC)*,32.718174488163335,1.0,,,,,,,,,,,,,,,,,,,,,
0.5773195876288659,0.0112785610111813,0.5,0.5,3,1,1,*CC(C1CCCCC1)*,110.0,0,*CCCC*,32.55401496867475,1,*CC(CC)*,34.44598503132525,1.0,,,,,,,,,,,,,,,,,,,,,
0.6932989690721649,0.0126397666504618,0.5,0.5,3,1,1,*CC(C1CCCCC1)*,121.0,0,*CCCC*,38.67210741751136,1,*CC(CC)*,35.327892582488644,1.0,,,,,,,,,,,,,,,,,,,,,
0.6958762886597938,0.013320369470102,0.53,0.47,3,1,1,*CC(C1CCCCC1)*,134.0,0,*CCCC*,34.82939620278665,1,*CC(CC)*,38.17060379721335,1.0,,,,,,,,,,,,,,,,,,,,,
0.518041237113402,0.0103062712688381,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,103.0,0,*CCCC*,29.22647276349592,1,*CC(CC)*,29.77352723650408,1.0,,,,,,,,,,,,,,,,,,,,,
0.5876288659793815,0.0113757899854156,0.5,0.5,3,1,1,*CC(C1CCCCC1)*,110.0,0,*CCCC*,32.82462328099543,1,*CC(CC)*,35.17537671900457,1.0,,,,,,,,,,,,,,,,,,,,,
0.7628865979381443,0.0141954302382109,0.5,0.5,3,1,1,*CC(C1CCCCC1)*,132.0,0,*CCCC*,39.83209460240439,1,*CC(CC)*,41.16790539759561,1.0,,,,,,,,,,,,,,,,,,,,,
0.7139175257731959,0.0160427807486631,0.54,0.46,3,1,1,*CC(C1CCCCC1)*,159.0,0,*CCCC*,41.20592983448852,1,*CC(CC)*,43.79407016551148,1.0,,,,,,,,,,,,,,,,,,,,,
0.6932989690721649,0.0171122994652406,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,166.0,0,*CCCC*,48.86755184558764,1,*CC(CC)*,45.13244815441236,1.0,,,,,,,,,,,,,,,,,,,,,
0.7087628865979382,0.0180845892075838,0.51,0.49,3,1,1,*CC(C1CCCCC1)*,173.0,0,*CCCC*,52.23530599815071,1,*CC(CC)*,48.76469400184929,1.0,,,,,,,,,,,,,,,,,,,,,
0.8891752577319587,0.0228488089450656,0.51,0.49,3,1,1,*CC(C1CCCCC1)*,216.0,0,*CCCC*,62.39965201440718,1,*CC(CC)*,64.60034798559282,1.0,,,,,,,,,,,,,,,,,,,,,
0.8170103092783505,0.0258629071463296,0.51,0.49,3,1,1,*CC(C1CCCCC1)*,242.0,0,*CCCC*,67.86270318114232,1,*CC(CC)*,72.13729681885768,1.0,,,,,,,,,,,,,,,,,,,,,
0.5231958762886597,0.0205153135634419,0.53,0.47,3,1,1,*CC(C1CCCCC1)*,202.0,0,*CCCC*,55.13740656963158,1,*CC(CC)*,51.86259343036842,1.0,,,,,,,,,,,,,,,,,,,,,
0.538659793814433,0.0287797763733592,0.5,0.5,3,1,1,*CC(C1CCCCC1)*,258.0,0,*CCCC*,84.29183165652336,1,*CC(CC)*,77.70816834347664,1.0,,,,,,,,,,,,,,,,,,,,,
0.7551546391752577,0.0415167719980554,0.247,0.753,4,1,0,*CC(c1ccccc1)*,104.0,0,*CC(C)(C(=O)OCC(CC)CCCC)*,160.0,1,,,,,,,,,,,,,,,,,,,,,,,,
0.440721649484536,0.0272241127856101,0.311,0.689,4,1,0,*CC(c1ccccc1)*,86.0,0,*CC(C)(C(=O)OCC(CC)CCCC)*,95.0,1,,,,,,,,,,,,,,,,,,,,,,,,
0.7551546391752577,0.0368497812348079,0.664,0.336,4,1,0,*CC(c1ccccc1)*,243.0,0,*CC(C)(C(=O)OCC(CC)CCCC)*,61.0,1,,,,,,,,,,,,,,,,,,,,,,,,
0.5309278350515464,0.0237238697131745,0.627,0.373,4,1,1,*C\C=C(C)/C*,55.270414489660254,0,*C\C=C(C)\C*,55.4147124809765,0,*CC(C(C)=C)*,54.11385616784101,0.0,*CC(C)(C=C)*,52.20101686152222,0.0,*CC(c1ccccc1)*,97.0,1.0,,,,,,,,,,,,,,,
0.5876288659793815,0.024501701507049,0.629,0.371,4,1,0,*C\C=C(C)/C*,54.163759583476256,0,*C\C=C(C)\C*,57.01746309757339,0,*CC(C(C)=C)*,54.01515311297678,0.0,*CC(C)(C=C)*,59.80362420597356,0.0,*CC(c1ccccc1)*,100.0,1.0,,,,,,,,,,,,,,,
0.5463917525773196,0.0235294117647058,0.635,0.365,4,1,0,*C\C=C(C)/C*,54.22109857108839,0,*C\C=C(C)\C*,54.46395722515906,0,*CC(C(C)=C)*,56.60285404816068,0.0,*CC(C)(C=C)*,52.71209015559185,0.0,*CC(c1ccccc1)*,95.0,1.0,,,,,,,,,,,,,,,
0.5644329896907216,0.0245989304812834,0.641,0.359,4,1,0,*C\C=C(C)/C*,55.19427515842376,0,*C\C=C(C)\C*,54.36483046955295,0,*CC(C(C)=C)*,58.40418506528939,0.0,*CC(C)(C=C)*,60.03670930673388,0.0,*CC(c1ccccc1)*,97.0,1.0,,,,,,,,,,,,,,,
0.5360824742268041,0.0232377248420029,0.643,0.357,4,1,0,*C\C=C(C)/C*,54.284501078320105,0,*C\C=C(C)\C*,54.23494985210665,0,*CC(C(C)=C)*,57.45267616957417,0.0,*CC(C)(C=C)*,54.02787289999907,0.0,*CC(c1ccccc1)*,90.0,1.0,,,,,,,,,,,,,,,
0.5077319587628866,0.0222654350996596,0.648,0.352,4,1,0,*C\C=C(C)/C*,54.87985142035234,0,*C\C=C(C)\C*,55.562018571674805,0,*CC(C(C)=C)*,50.80523554395543,0.0,*CC(C)(C=C)*,51.75289446401743,0.0,*CC(c1ccccc1)*,86.0,1.0,,,,,,,,,,,,,,,
0.5541237113402062,0.0248906174039863,0.649,0.351,4,1,0,*C\C=C(C)/C*,60.114064596991234,0,*C\C=C(C)\C*,57.48924444781811,0,*CC(C(C)=C)*,55.77202350737625,0.0,*CC(C)(C=C)*,56.6246674478144,0.0,*CC(c1ccccc1)*,94.0,1.0,,,,,,,,,,,,,,,
0.5309278350515464,0.0239183276616431,0.653,0.347,4,1,0,*C\C=C(C)/C*,55.45293548055826,0,*C\C=C(C)\C*,54.181202012347,0,*CC(C(C)=C)*,58.90221507112083,0.0,*CC(C)(C=C)*,57.46364743597391,0.0,*CC(c1ccccc1)*,92.0,1.0,,,,,,,,,,,,,,,
0.4304123711340206,0.0842131332523091,0.5,0.5,2,1,1,*CCCC*,771.2657610642141,0,*CC(CC)*,719.7342389357859,0,*CCC(C)C*,208.66221473675532,1.0,*CC(C(C)C)*,202.62622501962045,1.0,*CC(C)(CC)*,200.7115602436242,1.0,,,,,,,,,,,,,,,
0.4819587628865979,0.1030399956246961,0.49,0.51,2,1,1,*CCCC*,908.5313439012444,0,*CC(CC)*,869.4686560987556,0,*CCC(C)C*,245.5128965900773,1.0,*CC(C(C)C)*,253.16293818063303,1.0,*CC(C)(CC)*,261.32416522928963,1.0,,,,,,,,,,,,,,,
0.4819587628865979,0.1127187094798249,0.5,0.5,2,1,1,*CCCC*,1041.110343714184,0,*CC(CC)*,959.889656285816,0,*CCC(C)C*,268.20773637694055,1.0,*CC(C(C)C)*,282.24850605831386,1.0,*CC(C)(CC)*,256.54375756474565,1.0,,,,,,,,,,,,,,,
